"fips","Pop"
"29183",405262
"29185",9287
"29186",18479
"29187",66926
"29189",1004310
"29195",23319
"29197",4034
"29199",4709
"29201",38058
"29203",7027
"29205",6104
"29207",28674
"29209",31077
"29211",5999
"29213",56058
"29215",24495
"29217",19710
"29219",35538
"29221",23514
"29223",10973
"29225",39085
"29227",1967
"29229",18187
"29510",301574
"30001",9374
"30003",13127
"30005",7042
"30007",6773
"30009",10476
"30011",1415
"30013",84413
"30015",5896
"30017",11867
"30019",1657
"30021",8943
"30023",9424
"30025",3049
"30027",11443
"30029",104349
"30031",118957
"30033",1170
"30035",13771
"30037",824
"30039",3306
"30041",16304
"30043",12081
"30045",2021
"30047",31132
"30049",70967
"30051",1959
"30053",19678
"30055",1728
"30057",8626
"30059",1926
"30061",4529
"30063",117924
"30065",4732
"30067",17193
"30069",496
"30071",4215
"30073",5905
"30075",1694
"30077",6944
"30079",1093
"30081",44172
"30083",11493
"30085",10792
"30087",8331
"30089",12403
"30091",3542
"30093",35128
"30095",8959
"30097",3677
"30099",6230
"30101",4973
"30103",759
"30105",7577
"30107",2077
"30109",939
"30111",164722
"31001",31202
"31003",6292
"31005",433
"31007",674
"31009",432
"31011",5377
"31013",10841
"31015",1814
"31017",2902
"31019",50089
"31021",6727
"31023",8360
"31025",26598
"31027",8378
"31029",3894
"31031",5455
"31033",9468
"31035",6105
"31037",10581
"31039",9010
"31041",10543
"31043",21587
"31045",8195
"31047",24111
"31049",1837
"31051",5598
"31053",37171
"31055",584522
"31057",1657
"31059",5557
"31061",2890
"31063",2519
"31065",4633
"31067",21706
"31069",1872
"31071",1815
"31073",1894
"31075",613
"31077",2186
"31079",62893
"31081",9431
"31083",3076
"31085",856
"31087",2616
"31089",10137
"31091",711
"31093",6472
"31095",7242
"31097",5287
"31099",6677
"31101",8331
"31103",768
"31105",3438
"31107",8405
"31109",322615
"31111",34680
"31113",718
"31115",603
"31117",400
"31119",35584
"31121",7659
"31123",4555
"31125",3377
"31127",7076
"31129",4096
"31131",15907
"31133",2545
"31135",2861
"31137",8964
"31139",7315
"31141",34294
"31143",5209
"31145",10705
"31147",7870
"31149",1264
"31151",14291
"31153",190597
"31155",22280
"31157",36084
"31159",17608
"31161",5134
"31163",2959
"31165",1135
"31167",5843
"31169",5032
"31171",668
"31173",6769
"31175",4055
"31177",20865
"31179",9698
"31181",3396
"31183",772
"31185",14128
"32001",25516
"32003",2265469
"32005",49484
"32007",53703
"32009",729
"32011",1853
"32013",17288
"32015",5732
"32017",4505
"32019",59240
"32021",4555
"32023",51590
"32027",6651
"32029",4098
"32031",486489
"32033",9078
"32510",58644
"33001",63709
"33003",50098
"33005",76455
"33007",31262
"33009",91112
"33011",422941
"33013",153800
"33015",314182
"33017",130895
"33019",43064
"34001",274536
"34003",955746
"34005",461863
"34007",523486
"34009",95266
"34011",154148
"34013",862782
"34015",302285
"34017",724857
"34019",128962
"34021",387340
"34023",863183
"34025",643608
"34027",509277
"34029",637229
"34031",525052
"34033",64834
"34035",345356
"34037",144231
"34039",575352
"34041",109638
"35001",676438
"35003",3582
"35005",65158
"35006",27172
"35007",12385
"35009",48429
"35011",1697
"35013",219567
"35015",62314
"35017",28190
"35019",4451
"35021",655
"35023",4180
"35025",74455
"35027",20273
"35028",19418
"35029",25422
"35031",72898
"35033",4185
"35035",67843
"35037",8744
"35039",40359
"35041",19197
"35043",148829
"35045",121663
"35047",27203
"35049",154823
"35051",11574
"35053",16602
"35055",34488
"35057",15045
"35059",4083
"35061",76205
"36001",314838
"36003",46446
"36005",1472656
"36007",198675
"36009",77041
"36011",76251
"36013",127675
"36015",84152
"36017",47216
"36019",79839
"36021",61567
"36023",46814
"36025",44302
"36027",295897
"36029",954244
"36031",37362
"36033",47556
"36035",53322
"36037",58394
"36039",47933
"36041",5102
"36043",60143
"36045",116723
"36047",2736075
"36049",26580
"36051",61842
"36053",68012
"36055",759444
"36057",49526
"36059",1395777
"36061",1694250
"36063",212650
"36065",232111
"36067",476511
"36069",112459
"36071",401324
"36073",40355
"36075",117533
"36077",58529
"36079",97682
"36081",2405464
"36083",161138
"36085",495749
"36087",338329
"36089",108502
"36091",235499
"36093",158058
"36095",29718
"36097",17894
"36099",33811
"36101",93577
"36103",1525936
"36105",78617
"36107",48461
"36109",105744
"36111",181856
"36113",65737
"36115",61302
"36117",91286
"36119",1004445
"36121",40531
"36123",24768
"37001",171429
"37003",36440
"37005",10886
"37007",22052
"37009",26581
"37011",17812
"37013",44658
"37015",17934
"37017",29617
"37019",136694
"37021",269446
"37023",87573
"37025",225807
"37027",80664
"37029",10357
"37031",67686
"37033",22738
"37035",160609
"37037",76270
"37039",28769
"37041",13705
"37043",11085
"37045",99521
"37047",50625
"37049",100718
"37051",334728
"37053",28103
"37055",36910
"37057",168933
"37059",42715
"37061",48705
"37063",324849
"37065",48897
"37067",382584
"37069",68578
"37071",227942
"37073",10475
"37075",8029
"37077",61001
"37079",20449
"37081",541309
"37083",48622
"37085",133554
"37087",62097
"37089",116279
"37091",21552
"37093",52081
"37095",4587
"37097",186699
"37099",43107
"37101",215991
"37103",9173
"37105",63281
"37107",55124
"37109",86816
"37111",44577
"37113",37016
"37115",21192
"37117",22035
"37119",1115526
"37121",14906
"37123",25752
"37125",99725
"37127",94967
"37129",225705
"37131",17474
"37133",204585
"37135",148707
"37137",12274
"37139",40568
"37141",60208
"37143",13006
"37145",39093
"37147",170241
"37149",19330
"37151",144151
"37153",42953
"37155",116516
"37157",91100
"37159",146878
"37161",64444
"37163",59040
"37165",34180
"37167",62506
"37169",44523
"37171",71367
"37173",14115
"37175",32986
"37177",3247
"37179",238233
"37181",42570
"37183",1129393
"37185",18642
"37187",11001
"37189",54077
"37191",117324
"37193",65968
"37195",78786
"37197",37211
"37199",18470
"38001",2200
"38003",10848
"38005",5951
"38007",945
"38009",6378
"38011",2997
"38013",2211
"38015",98466
"38017",184528
"38019",3706
"38021",5002
"38023",2202
"38025",4096
"38027",2338
"38029",3306
"38031",3396
"38033",1730
"38035",73169
"38037",2302
"38039",2306
"38041",2483
"38043",2395
"38045",4091
"38047",1880
"38049",5332
"38051",2529
"38053",14709
"38055",9770
"38057",8354
"38059",33287
"38061",9812
"38063",3015
"38065",1876
"38067",6832
"38069",3983
"38071",11604
"38073",5699
"38075",2282
"38077",16528
"38079",12192
"38081",3860
"38083",1273
"38085",3897
"38087",699
"38089",33647
"38091",1788
"38093",21607
"38095",2163
"38097",8000
"38099",10558
"38101",69933
"38103",3986
"38105",40950
"39001",27474
"39003",102204
"39005",52443
"39007",97596
"39009",62421
"39011",46421
"39013",66495
"39015",43674
"39017",390378
"39019",26714
"39021",38707
"39023",135973
"39025",208592
"39027",42022
"39029",101873
"39031",36602
"39033",42010
"39035",1264813
"39037",51883
"39039",38274
"39041",214120
"39043",75619
"39045",158918
"39047",28947
"39049",1323800
"39051",42713
"39053",29227
"39055",95403
"39057",167971
"39059",38434
"39061",830625
"39063",74926
"39065",30691
"39067",14482
"39069",27662
"39071",43317
"39073",28054
"39075",44217
"39077",58565
"39079",32654
"39081",65247
"39083",62711
"39085",232524
"39087",58236
"39089",178509
"39091",46144
"39093",312974
"39095",431273
"39097",43847
"39099",228621
"39101",65366
"39103",182475
"39105",22197
"39107",42528
"39109",108777
"39111",13383
"39113",537316
"39115",13802
"39117",34940
"39119",86412
"39121",14106
"39123",40355
"39125",18803
"39127",35409
"39129",58537
"39131",27089
"39133",161790
"39135",40998
"39137",34448
"39139",124933
"39141",77095
"39143",58900
"39145",74012
"39147",55080
"39149",48222
"39151",374853
"39153",540436
"39155",202069
"39157",93265
"39159",62790
"39161",28937
"39163",12804
"39165",242338
"39167",59769
"39169",116889
"39171",37106
"39173",132251
"39175",21894
"40001",19494
"40003",5700
"40005",14135
"40007",5052
"40009",22411
"40011",8731
"40013",46072
"40015",26934
"40017",154154
"40019",48004
"40021",47073
"40023",14203
"40025",2293
"40027",295514
"40029",5270
"40031",121124
"40033",5523
"40035",14104
"40037",71753
"40039",28521
"40041",40393
"40043",4481
"40045",3747
"40047",62844
"40049",25655
"40051",54800
"40053",4162
"40055",5492
"40057",2488
"40059",3266
"40061",11562
"40063",13367
"40065",24785
"40067",5338
"40069",10276
"40071",43701
"40073",15187
"40075",8503
"40077",9446
"40079",48131
"40081",33460
"40083",49552
"40085",10146
"40087",41667
"40089",30809
"40091",18944
"40093",7781
"40095",15303
"40097",39044
"40099",13905
"40101",66344
"40103",10925
"40105",9322
"40107",11314
"40109",796567
"40111",36706
"40113",45823
"40115",30291
"40117",15551
"40119",81649
"40121",43774
"40123",38065
"40125",72449
"40127",10816
"40129",3439
"40131",95245
"40133",23562
"40135",39280
"40137",42844
"40139",21386
"40141",6967
"40143",669272
"40145",80986
"40147",52452
"40149",10922
"40151",8622
"40153",20473
"41001",16666
"41003",95183
"41005",421404
"41007",41078
"41009",52603
"41011",64929
"41013",24735
"41015",23447
"41017",198256
"41019",111202
"41021",1997
"41023",7233
"41025",7499
"41027",23978
"41029",223262
"41031",24507
"41033",88092
"41035",69416
"41037",8158
"41039",382975
"41041",50400
"41043",128610
"41045",31575
"41047",345910
"41049",12187
"41051",815429
"41053",87432
"41055",1867
"41057",27393
"41059",80068
"41061",26197
"41063",7387
"41065",26663
"41067",600383
"41069",1449
"41071",107721
"42001",103829
"42003",1250585
"42005",65553
"42007",168228
"42009",47573
"42011",428840
"42013",122820
"42015",59969
"42017",646526
"42019",193767
"42021",133477
"42023",4546
"42025",64750
"42027",158163
"42029",534408
"42031",37236
"42033",80564
"42035",37456
"42037",64725
"42039",83937
"42041",259464
"42043",286399
"42045",576842
"42047",30984
"42049",270869
"42051",128816
"42053",6974
"42055",155950
"42057",14559
"42059",35946
"42061",44094
"42063",83231
"42065",44496
"42067",23496
"42069",215911
"42071",552969
"42073",86069
"42075",143262
"42077",374572
"42079",325613
"42081",114182
"42083",40426
"42085",110656
"42087",46145
"42089",168323
"42091",856559
"42093",18145
"42095",312955
"42097",91647
"42099",45837
"42101",1603799
"42103",58537
"42105",16401
"42107",143048
"42109",39735
"42111",74147
"42113",5832
"42115",38423
"42117",41046
"42119",42675
"42121",50455
"42123",38594
"42125",209325
"42127",51151
"42129",354663
"42131",26073
"42133",456442
"44001",50786
"44003",170358
"44005",85652
"44007",660739
"44009",129836
"45001",24287
"45003",168811
"45005",8037
"45007",203723
"45009",13313
"45011",20585
"45013",187108
"45015",229854
"45017",14122
"45019",408317
"45021",56216
"45023",32294
"45025",43270
"45027",31148
"45029",38604
"45031",62907
"45033",28295
"45035",161469
"45037",25648
"45039",20951
"45041",137064
"45043",63402
"45045",525539
"45047",69349
"45049",18561
"45051",351028
"45053",28806
"45055",65407
"45057",96010
"45059",67533
"45061",16530
"45063",293985
"45065",9522
"45067",29187
"45069",26668
"45071",37722
"45073",78604
"45075",84225
"45077",131401
"45079",416145
"45081",18859
"45083",328002
"45085",105554
"45087",27240
"45089",31019
"45091",282108
"46003",2746
"46005",19153
"46007",3378
"46009",6997
"46011",34380
"46013",38301
"46015",5253
"46017",1945
"46019",10238
"46021",1375
"46023",9370
"46025",3844
"46027",14966
"46029",28323
"46031",3901
"46033",8319
"46035",19960
"46037",5451
"46039",4293
"46041",5242
"46043",2828
"46045",3981
"46047",6971
"46049",2126
"46051",7556
"46053",3991
"46055",1876
"46057",6159
"46059",3146
"46061",3462
"46063",1309
"46065",17774
"46067",7423
"46069",1260
"46071",2807
"46073",1663
"46075",919
"46077",5184
"46079",11057
"46081",25766
"46083",65165
"46085",3722
"46087",5682
"46089",2409
"46091",4317
"46093",29851
"46095",1920
"46097",2307
"46099",197209
"46101",6340
"46102",13669
"46103",109231
"46105",2842
"46107",2480
"46109",10271
"46111",2330
"46115",6362
"46117",2980
"46119",1448
"46121",9319
"46123",5621
"46125",8662
"46127",16813
"46129",5310
"46135",23311
"46137",2413
"47001",77136
"47003",50239
"47005",15863
"47007",14916
"47009",135283
"47011",108620
"47013",39277
"47015",14512
"47017",28434
"47019",56349
"47021",41065
"47023",17348
"47025",32038
"47027",7580
"47029",35998
"47031",57882
"47033",13909
"47035",61152
"47037",715875
"47039",11442
"47041",20078
"47043",54314
"47045",36803
"47047",42002
"47049",18489
"47051",42769
"47053",50409
"47055",30344
"47057",23527
"47059",70152
"47061",13525
"47063",64500
"47065",366215
"47067",6659
"47069",25460
"47071",26829
"47073",56718
"47075",17862
"47077",27841
"47079",32197
"47081",24909
"47083",8281
"47085",18992
"47087",11619
"47089",54679
"47091",17950
"47093",478981
"47095",7004
"47097",25139
"47099",44163
"47101",12581
"47103",35326
"47105",54887
"47107",53275
"47109",25859
"47111",25215
"47113",98843
"47115",28835
"47117",34320
"47119",100975
"47121",12755
"47123",46249
"47125",219994
"47127",6469
"47129",21027
"47131",30788
"47133",22514
"47135",8381
"47137",5006
"47139",17547
"47141",79844
"47143",32870
"47145",53393
"47147",72803
"47149",341481
"47151",21852
"47153",15829
"47155",98391
"47157",929722
"47159",19914
"47161",13662
"47163",158161
"47165",196281
"47167",60979
"47169",11610
"47171",17924
"47173",19802
"47175",6168
"47177",40951
"47179",133005
"47181",16232
"47183",32902
"47185",27356
"47187",247733
"47189",147747
"48001",57922
"48003",18614
"48005",86394
"48007",23831
"48009",8554
"48011",1846
"48013",48985
"48015",30168
"48017",6904
"48019",20843
"48021",97218
"48023",3465
"48025",31061
"48027",370644
"48029",2009322
"48031",11376
"48033",628
"48035",18226
"48037",92903
"48039",372040
"48041",233848
"48043",9545
"48045",1434
"48047",7086
"48049",38101
"48051",17642
"48053",49123
"48055",45887
"48057",20105
"48059",13703
"48061",421012
"48063",12465
"48065",5799
"48067",28445
"48069",7376
"48071",46571
"48073",50411
"48075",6666
"48077",10213
"48079",2543
"48081",3280
"48083",7686
"48085",1066465
"48087",2648
"48089",20555
"48091",161482
"48093",13590
"48095",3303
"48097",41671
"48099",83091
"48101",1380
"48103",4676
"48105",3097
"48107",5125
"48109",2188
"48111",7121
"48113",2611491
"48115",12457
"48117",18585
"48119",5225
"48121",906405
"48123",19822
"48125",1769
"48127",8611
"48129",3261
"48131",9827
"48133",17733
"48135",165171
"48137",1427
"48139",192441
"48141",865655
"48143",42545
"48145",16963
"48147",35661
"48149",24436
"48151",3671
"48153",5397
"48155",1092
"48157",822779
"48159",10357
"48161",19445
"48163",18392
"48165",21599
"48167",350673
"48169",5816
"48171",26722
"48173",1115
"48175",7018
"48177",19657
"48179",21229
"48181",135552
"48183",124234
"48185",29292
"48187",172709
"48189",32526
"48191",2817
"48193",8221
"48195",5281
"48197",3549
"48199",56234
"48201",4731129
"48203",68834
"48205",5376
"48207",5412
"48209",241066
"48211",3383
"48213",82145
"48215",870796
"48217",35869
"48219",21543
"48221",61597
"48223",36792
"48225",22067
"48227",34864
"48229",3206
"48231",99957
"48233",20614
"48235",1513
"48237",8474
"48239",14987
"48241",32983
"48243",2000
"48245",256526
"48247",4835
"48249",38893
"48251",179999
"48253",19653
"48255",14707
"48257",145303
"48259",44281
"48261",352
"48263",753
"48265",52594
"48267",4280
"48269",262
"48271",3131
"48273",31038
"48275",3353
"48277",50082
"48279",13043
"48281",21632
"48283",6667
"48285",20337
"48287",17480
"48289",15717
"48291",91632
"48293",22147
"48295",3058
"48297",11333
"48299",21243
"48301",63
"48303",310642
"48305",5595
"48307",7634
"48309",260582
"48311",600
"48313",13463
"48315",9728
"48317",5239
"48319",3951
"48321",36249
"48323",57885
"48325",50739
"48327",1964
"48329",169984
"48331",24750
"48333",4454
"48335",8991
"48337",19965
"48339",620451
"48341",21362
"48343",11971
"48345",1063
"48347",64651
"48349",52623
"48351",12216
"48353",14736
"48355",353170
"48357",10015
"48359",1759
"48361",84806
"48363",28408
"48365",22492
"48367",148228
"48369",9871
"48371",15197
"48373",50119
"48375",118527
"48377",6134
"48379",12154
"48381",140761
"48383",3383
"48385",2751
"48387",11588
"48389",14741
"48391",6739
"48393",828
"48395",16759
"48397",107832
"48399",9899
"48401",52223
"48403",9892
"48405",7921
"48407",27399
"48409",68754
"48411",5720
"48413",2454
"48415",16929
"48417",3102
"48419",24022
"48421",2780
"48423",233484
"48425",9204
"48427",65918
"48429",9104
"48431",1369
"48433",1246
"48435",3372
"48437",6971
"48439",2110608
"48441",143205
"48443",760
"48445",11832
"48447",1442
"48449",31245
"48451",120007
"48453",1290209
"48455",13600
"48457",19799
"48459",40890
"48461",3308
"48463",24564
"48465",47584
"48467",59540
"48469",91320
"48471",76402
"48473",56763
"48475",11648
"48477",35804
"48479",267110
"48481",41574
"48483",4987
"48485",129355
"48487",12891
"48489",20163
"48491",609010
"48493",49757
"48495",7791
"48497",68632
"48499",44855
"48501",7695
"48503",17867
"48505",13888
"48507",9670
"49001",7074
"49003",57669
"49005",133159
"49007",20418
"49009",936
"49011",362689
"49013",19603
"49015",9822
"49017",5092
"49019",9669
"49021",57285
"49023",11778
"49025",7663
"49027",12977
"49029",12294
"49031",1437
"49033",2510
"49035",1185236
"49037",14510
"49039",28435
"49041",21517
"49043",42364
"49045",72697
"49047",35613
"49049",659392
"49051",34791
"49053",180281
"49055",2490
"49057",262213
"50001",37359
"50003",37344
"50005",30235
"50007",168324
"50009",5919
"50011",49949
"50013",7291
"50015",25939
"50017",29289
"50019",27402
"50021",60570
"50023",59804
"50025",45909
"50027",57751
"51001",33417
"51003",112396
"51005",15219
"51007",13262
"51009",31311
"51011",16117
"51013",238644
"51015",77485
"51017",4205
"51019",79465
"51021",6274
"51023",33593
"51025",15850
"51027",20348
"51029",16830
"51031",55689
"51033",30886
"51035",29154
"51036",6770
"51037",11533
"51041",364546
"51043",14787
"51045",4895
"51047",52554
"51049",9677
"51051",14129
"51053",27940
"51057",10598
"51059",1150305
"51061",72956
"51063",15475
"51065",27247
"51067",54475
"51069",91421
"51071",16792
"51073",38716
"51075",24729
"51077",15335
"51079",20554
"51081",11389
"51083",34022
"51085",109980
"51087",334389
"51089",50949
"51091",2233
"51093",38610
"51095",78255
"51097",6606
"51099",26722
"51101",17811
"51103",10919
"51105",22173
"51107",420955
"51109",37603
"51111",11937
"51113",13842
"51115",8535
"51117",30315
"51119",10626
"51121",99717
"51125",14770
"51127",22942
"51131",12278
"51133",11838
"51135",15642
"51137",36184
"51139",23708
"51141",17604
"51143",60502
"51145",30334
"51147",21846
"51149",43010
"51153",482198
"51155",33800
"51157",7350
"51159",8920
"51161",96936
"51163",22650
"51165",83759
"51167",25786
"51169",21568
"51171",44192
"51173",29800
"51175",18001
"51177",140094
"51179",156937
"51181",6558
"51183",10831
"51185",40439
"51187",40724
"51191",53934
"51193",18477
"51195",36118
"51197",28285
"51199",70055
"51510",159461
"51520",17218
"51530",6641
"51540",46554
"51550",249415
"51570",18171
"51580",5744
"51590",42592
"51595",5766
"51600",24148
"51610",14658
"51620",8179
"51630",27979
"51640",6725
"51650",137158
"51660",51810
"51670",23032
"51678",7317
"51680",79007
"51683",42773
"51685",17217
"51690",13486
"51700",186243
"51710",238001
"51720",3696
"51730",33457
"51735",12455
"51740",97915
"51750",16068
"51760",226618
"51770",100015
"51775",25347
"51790",25754
"51800",94326
"51810",459471
"51820",22195
"51830",15413
"51840",28122
"53001",20612
"53003",22288
"53005",206875
"53007",79078
"53009",77160
"53011",503309
"53013",3952
"53015",110740
"53017",42937
"53019",7178
"53021",96746
"53023",2288
"53025",99120
"53027",75636
"53029",86847
"53031",32975
"53033",2269667
"53035",275605
"53037",44342
"53039",22734
"53041",82152
"53043",10879
"53045",65722
"53047",42098
"53049",23365
"53051",13404
"53053",921137
"53055",17789
"53057",129515
"53059",12033
"53061",827947
"53063",539332
"53065",46450
"53067",294797
"53069",4419
"53071",62586
"53073",226843
"53075",47971
"53077",256719
"54001",15462
"54003",122078
"54005",21807
"54007",12449
"54009",22551
"54011",94346
"54013",6228
"54015",8050
"54017",7808
"54019",40485
"54021",7417
"54023",10975
"54025",32979
"54027",23092
"54029",29095
"54031",14298
"54033",65922
"54035",27792
"54037",57707
"54039",180744
"54041",17028
"54043",20459
"54045",32572
"54047",19118
"54049",56211
"54051",30589
"54053",25448
"54055",59660
"54057",26938
"54059",23574
"54061",105822
"54063",12375
"54065",17067
"54067",24603
"54069",42444
"54071",6145
"54073",7653
"54075",7873
"54077",34214
"54079",57435
"54081",74581
"54083",27934
"54085",8450
"54087",14028
"54089",11968
"54091",16701
"54093",6765
"54095",8311
"54097",23817
"54099",38983
"54101",8380
"54103",14441
"54105",5196
"54107",84300
"54109",21387
"55001",20646
"55003",16033
"55005",46709
"55007",16213
"55009",268729
"55011",13312
"55013",16526
"55015",52433
"55017",66302
"55019",34660
"55021",58480
"55023",16115
"55025",561507
"55027",89398
"55029",30066
"55031",44291
"55033",45434
"55035",105702
"55037",4555
"55039",104152
"55041",9176
"55043",51950
"55045",37092
"55047",19023
"55049",23709
"55051",6138
"55053",21142
"55055",86151
"55057",26721
"55059",169156
"55061",20556
"55063",120796
"55065",16608
"55067",19491
"55069",28421
"55071",81360
"55073",138007
"55075",41874
"55077",15596
"55078",4250
"55079",939495
"55081",46270
"55083",38971
"55085",37848
"55087",190710
"55089",91499
"55091",7326
"55093",42205
"55095",44979
"55097",70376
"55099",14055
"55101",197720
"55103",17302
"55105",163692
"55107",14192
"55109",93539
"55111",65780
"55113",18080
"55115",40886
"55117",118023
"55119",19915
"55121",30756
"55123",30715
"55125",23047
"55127",105226
"55129",16622
"55131",136756
"55133",406971
"55135",51811
"55137",24526
"55139",171734
"55141",74218
"56001",37070
"56003",11521
"56005",47027
"56007",14531
"56009",13747
"56011",7184
"56013",39234
"56015",12503
"56017",4618
"56019",8451
"56021",100506
"56023",19582
"56025",79955
"56027",2469
"56029",29625
"56031",8603
"56033",30925
"56035",8728
"56037",42267
"56039",23323
"56041",20446
"56043",7682
"56045",6840
"09001",957419
"09003",899498
"09005",185186
"09007",164245
"09009",864835
"09011",268555
"09013",149788
"09015",116418
